Person Name,Role,Company Name,Classification,Interest Areas,url
Nathan DeBernardi,Sr. Manager - Capital Markets,Nissan Motor Acceptance Corp,Issuer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4OTk=
"
Morgan Roach,Executive Director,JP Morgan Securities LLC,Investment Bank or Broker Dealer,Whole Loan/NPL/RPL,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4OTc=
"
Curtis Businki,Vice President,JP MORGAN & CO.,Investment Bank or Broker Dealer,Whole Loan/NPL/RPL,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4OTU=
"
Samuel Barker,Senior Fixed Income Analyst,Amzak Capital Management,Investor,"CLOs/Leveraged Loans, Private Credit, Distressed Debt","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4OTQ=
"
Pawan Churiwal,Executive Director,"Fifth Third Securities, Inc.",Investment Bank or Broker Dealer,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, ESG/PACE/Solar ABS, Direct Lending","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4OTI=
"
Rifat Chowdhury,Managing Director,JP Morgan Securities LLC,Investment Bank or Broker Dealer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4OTA=
"
David Staley,"Vice President, Capital Markets",,Issuer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4ODQ=
"
Ken Brown,Managing Director,OFS Capital Management,Issuer,"CLOs/Leveraged Loans, Private Credit, Direct Lending, Distressed Debt, Corporate Funding/Investment, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4ODI=
"
Albert Periu,CEO,Zilch USA Inc.,Issuer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4ODA=
"
Leah Willmore,Counsel,Clifford Chance US LLP,Service Provider,"Commercial ABS (Equipment/Aircraft/Transportation), CMBS, RMBS (GSE and PLS), Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4Nzg=
"
Andrew Chung,Partner & Head of Liquid Strategies,AS Birch Grove Capital LP,Issuer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4Nzc=
"
Suzy Sone,Associate,Clifford Chance US LLP,Service Provider,"CMBS, RMBS (GSE and PLS), Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4NzY=
"
Rebecca O'Brien,Partner,Clifford Chance US LLP,Service Provider,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4NzE=
"
Brittany Binderoff,Associate,Clifford Chance US LLP,Service Provider,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4NzA=
"
Walter Deeter,Managing Director,Burdette Asset Management,Investor,"Private Credit, Direct Lending, Distressed Debt, Corporate Funding/Investment, Emerging Markets, Fintech/AI, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4Njk=
"
Darren Littlejohn,Partner,Clifford Chance US LLP,Service Provider,"Regulation/policy, Risk Transfer","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4Njg=
"
Lee Askenazi,Partner,Clifford Chance US LLP,Service Provider,"Commercial ABS (Equipment/Aircraft/Transportation), CMBS, RMBS (GSE and PLS), Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4NjY=
"
Song Kim,"Treasurer & VP, Capital Markets",Upstart,Issuer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4NjU=
"
Solomon Brown,Associate,Clifford Chance US LLP,Service Provider,"ABS, CMBS, RMBS (GSE and PLS), Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4NjQ=
"
Garrett Dean,Analyst,Invesco,Investor,"Private Credit, ABS, Direct Lending","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4NjM=
"
Jim Malloy,COO,Vista Point,Issuer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4NjI=
"
Helen Remeza,Head of Investment Strategy,PineBridge Investment,Investor,Private Credit,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4NTA=
"
Elizabeth Killeen,Partner,"Carey Olsen, BVI",Service Provider,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4NDk=
"
Conan Sang,Waterfall,Waterfall Asset Management,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, Consumer ABS, ESG/PACE/Solar ABS, Risk Transfer","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4NDg=
"
John Timperio,Partner,Dechert LLP,Other,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4NDc=
"
Jared Neale,Associate,Imperial Fund,Issuer,"Private Credit, RMBS (GSE and PLS), Direct Lending","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4NDQ=
"
Zhengyi Li,"VP, Research",Bayview Asset Management,Investor,"RMBS (GSE and PLS), Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4NDM=
"
Steve Risack,Executive Director,MSCI,Service Provider,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4NDI=
"
Michael Breazzano,Desk Analyst,Raymond James,Investment Bank or Broker Dealer,"CLOs/Leveraged Loans, ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4NDA=
"
Andrew Pontano,Partner,Dechert LLP,Service Provider,Private Credit,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MzY=
"
Andrew Jones,Managing Director,Fifth Third Securities,Investment Bank or Broker Dealer,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MzU=
"
Patrick Aswad,Managing Director,BMO,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MzQ=
"
Carl Spalding,"Asset Finance & Securitization, Managing Director",BNP Paribas,Investment Bank or Broker Dealer,"Commercial ABS (Equipment/Aircraft/Transportation), ABS, Consumer ABS, Risk Transfer","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MzM=
"
Bill Awad,"Managing Director, Global Structured Finance",Investor,Investor,"ABS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MzI=
"
Daniel McGarvey,"Co-Head of Asset Finance & Securitization, Managing Director",BNP Paribas,Investment Bank or Broker Dealer,"Commercial ABS (Equipment/Aircraft/Transportation), ABS, CMBS, RMBS (GSE and PLS), Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4Mjk=
"
Tony Sassorossi,Sr. Associate,Nuveen,Investor,"Private Credit, ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4Mjg=
"
Andrew Kail,Managing Director,Starwood Property Trust,Issuer,Whole Loan/NPL/RPL,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4Mjc=
"
Caroline Morrill,Senior Vice President,Home Partners of America,Issuer,Private Credit,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MjE=
"
Ricardo Toro,"Asset Finance & Securitization, Managing Director",BNP Paribas,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MjA=
"
Halle Benett,Managing Partner,Melodeon Capital Partners,Issuer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MTg=
"
Alex Murdzhev,"Managing Director, Senior Trader",Bank of America,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MTc=
"
Khadija El Mediouri,Director ABS Originations,BNP Paribas Securities Corp.,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MTY=
"
Ankit Aggarwal,Managing Director,Bank of America,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MTU=
"
Natalia Lojevsky,Managing Director,CIFC Asset Management,Investor,"CLOs/Leveraged Loans, Private Credit, Direct Lending","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MTQ=
"
Dik Blewitt,Partner,Kennedy Lewis,Investor,"CLOs/Leveraged Loans, Private Credit, CMBS, RMBS (GSE and PLS), Consumer ABS, Risk Transfer, Whole Loan/NPL/RPL, Hybrid Capital, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MTM=
"
Emile Ernandez,Managing Director,Kawa Capital Management,Investor,"Private Credit, ABS, ESG/PACE/Solar ABS, Direct Lending, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MTI=
"
josh pomper,Vice President,Citigroup,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MTE=
"
Jianni Giusti,"Vice President, Capital Markets",Conventus LLC,Issuer,"RMBS (GSE and PLS), Direct Lending, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MTA=
"
Stacey Schacter,President and Chief Executive Officer,Vion Investments,Issuer,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), ABS, Consumer ABS, ESG/PACE/Solar ABS, Direct Lending, Distressed Debt, Fintech/AI, Sustainable Finance, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MDk=
"
David Trepanier,Managing Director,BofA Securities,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MDc=
"
Scott Lustig,CFO,AtoB,Issuer,"Commercial ABS (Equipment/Aircraft/Transportation), RMBS (GSE and PLS)","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MDE=
"
Richard Talmadge,Porfolio Manager - Secured Finance,Insight Investment,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, ESG/PACE/Solar ABS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA4MDA=
"
Grace Concelman,Director,Bank of America,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3OTk=
"
Hunt Roeder,Managing Director,Bank of America Securities,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3OTc=
"
Seth Ramsey,Managing Director,Bank of America,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3OTY=
"
Sujaan Joshi,"Managing Director ,CLO Syndicate",Bank of America Securities,Investment Bank or Broker Dealer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3OTQ=
"
Joseph Lau,President & CIO,Lord Capital,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, Consumer ABS, ESG/PACE/Solar ABS, Direct Lending, Sustainable Finance","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3OTM=
"
Mo Noorali,Capital Markets,Carstensz Capital,Issuer,"Private Credit, ABS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3OTI=
"
Bilal Nasir,Managing Director,BMO,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3OTE=
"
Spring Hollis,CEO,Star Strong Capital,Investor,"Private Credit, Direct Lending, Emerging Markets, Sustainable Finance","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3ODk=
"
Mark Radin,Senior Managing Director,Delaware Life Insurance/ Group 1001,Investor,"CLOs/Leveraged Loans, Private Credit, ABS, Consumer ABS, ESG/PACE/Solar ABS, Direct Lending, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3ODU=
"
Marion Mathes,Chief Executive Officer,CreditWorks LLC,Issuer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3ODI=
"
Faisal Kassam,"MD, Head of Asset-Based Investments",Kuvare,Investor,Hybrid Capital,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3ODE=
"
Adnan Haneef,Vice President,Bayview Asset Management,Issuer,"Private Credit, ABS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3ODA=
"
Sam Noon,"Associate, Capital Markets","Upgrade, Inc.",Issuer,"ABS, Consumer ABS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3Nzk=
"
Faris Saah,Founder,Kendall Square Asset Management,Issuer,"CLOs/Leveraged Loans, Private Credit, ABS, Direct Lending, Distressed Debt, Corporate Funding/Investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3NzY=
"
Andrew Vatier,Senior Associate,MSCI,Service Provider,CMBS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3Njg=
"
Trinian Donohue,Vice President,BMO,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3Njc=
"
Megan Bloomer,"Institutional Trader, Fixed Income",Raymond James,Investment Bank or Broker Dealer,"CLOs/Leveraged Loans, ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3NjY=
"
Mark Parsa,Partner,SLR Capital Partners,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, ESG/PACE/Solar ABS, Direct Lending, Corporate Funding/Investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3NjU=
"
Mike Frick,"COO, Private Debt",Benefit Street Partners,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3NjQ=
"
Vincent Salerno,Partner,Ares Management,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), ABS, Consumer ABS, ESG/PACE/Solar ABS, Distressed Debt, Risk Transfer","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3NjM=
"
Ken Parzygnat,Chief Executive Officer,V1 Capital Advisors,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, Direct Lending, Corporate Funding/Investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3NTY=
"
Anant Bhatnagar,Executive Director,MSCI,Service Provider,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), CMBS, RMBS (GSE and PLS), Consumer ABS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3NTU=
"
Paul Carroll,Managing Director,MetLife Investment Management,Investor,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3NTQ=
"
Jose Penabad,Chief Investment Officer,HCG Funds,Investor,"Private Credit, Consumer ABS, Fintech/AI, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3NTM=
"
Severino Renna,Managing Director,MSCI,Service Provider,"ABS, Corporate Funding/Investment, Emerging Markets, Regulation/policy, Sustainable Finance, Hybrid Capital","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3NTI=
"
Anthony Danieli,Managing Director,BMO,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3NTE=
"
Chris Haid,Managing Director,BNP Paribas,Investment Bank or Broker Dealer,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Fintech/AI, Sustainable Finance, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3NTA=
"
Alex Urdea,Partner,Deep Ocean Partners,Investor,Private Credit,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3NDk=
"
Jie Shao,Portfolio Management AVP,Bayview Asset Management,Issuer,"ABS, RMBS (GSE and PLS), Consumer ABS, Risk Transfer","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3NDg=
"
Jack Kelly,Senior Counselor to the Board,"DRB Capital, LLC",Issuer,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3NDc=
"
Mitch Braselton,Founder,Investor,Investor,"Private Credit, Direct Lending, Distressed Debt, Fintech/AI, Risk Transfer","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3NDY=
"
Peter Holt,Executive Director,MSCI,Service Provider,"Fintech/AI, Regulation/policy","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3NDU=
"
Pooja Pathak,Director,MetlLfe,Investor,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3NDQ=
"
Solomon Berkoff,Director,BNP Paribas,Investment Bank or Broker Dealer,RMBS (GSE and PLS),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3NDI=
"
Scott Friedman,EVP & Director of Capital Markets & Banking,Edge Financial Services,Issuer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3MzY=
"
Yini Yang,Executive Director,MSCI,Service Provider,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), CMBS, Consumer ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3MzU=
"
Walter Wright,Managing Director,MSCI,Service Provider,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Direct Lending, Distressed Debt, Corporate Funding/Investment, Emerging Markets, Regulation/policy, SSA Funding/Investment, Sustainable Finance, Covered Bonds, Risk Transfer, Whole Loan/NPL/RPL, Hybrid Capital, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3MzQ=
"
Chris Tucker,Managing Director,KeyBank - Specialty Finance Lending,Investment Bank or Broker Dealer,"CLOs/Leveraged Loans, ABS","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3MzM=
"
Kevin Lundquist,Managing Director,Citi,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3MzI=
"
Zhe Cao,Fixed Income Trader,Magnetar Capital,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Direct Lending, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3MzE=
"
Burak Cetin,Managing Director,Barings,Investor,"ABS, Consumer ABS, ESG/PACE/Solar ABS, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3MzA=
"
Steven Park,Principal & Executive Director,Investor,Investor,CLOs/Leveraged Loans,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3Mjg=
"
Kristofer Pritchett,"Managing Director, Portfolio Manager",Ares Management,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Direct Lending, Distressed Debt, Fintech/AI, Risk Transfer, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3Mjc=
"
Aoiffe McGarry,Managing Director,Citi,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3MjY=
"
Leah Miller,Co-Head of ABS,Wells Fargo Securities,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3MTk=
"
Chris Masiar,Director,Citigroup,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3MTg=
"
Jen Zhao,"SVP, Capital Markets",BHG Financial,Issuer,Consumer ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3MTc=
"
Christopher Meckel,"Director, Capital Markets",,Issuer,"Private Credit, ABS, Consumer ABS, Fintech/AI, Sustainable Finance","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3MTY=
"
Steve Sun,Director,KKR - Kohlberg Kravis Roberts,Investor,"Private Credit, ABS, Consumer ABS, Corporate Funding/Investment, Fintech/AI, Risk Transfer, Hybrid Capital, FIG Funding/investment","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3MTU=
"
Lauren Kearney,Vice President,Citi,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3MTQ=
"
Ryan Fleming,Managing Director,Citigroup,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3MTM=
"
Hari Raghavan,Partner,Airborne Capital,Issuer,Commercial ABS (Equipment/Aircraft/Transportation),"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3MTE=
"
Saurabh Singh,Managing Director,"BlackRock, Inc.",Investor,"CLOs/Leveraged Loans, Private Credit, Distressed Debt, Fintech/AI","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3MDc=
"
Andrew Riebe,Managing Director,Fifth Third Bank,Issuer,"RMBS (GSE and PLS), Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3MDE=
"
Duff Blair,ABF Sales,Wells Fargo Securities,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA3MDA=
"
John Fulvimar,Managing Director,Wells Fargo Securities,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2OTk=
"
Sourav Kar,Portfolio Manager,ZAIS Group LLC,Investor,"Commercial ABS (Equipment/Aircraft/Transportation), Private Credit, ABS, RMBS (GSE and PLS), Consumer ABS, ESG/PACE/Solar ABS, Risk Transfer","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2OTg=
"
Roman Khlupin,Chief Investment Officer,Strenta Investment Management,Investor,"CLOs/Leveraged Loans, Private Credit, CMBS, RMBS (GSE and PLS)","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2OTc=
"
Joe McElroy,Managing Director,Wells Fargo,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2OTY=
"
Olivier D'Meza,Portfolio Manager,Verition Group,Investor,"CLOs/Leveraged Loans, Commercial ABS (Equipment/Aircraft/Transportation), ABS, CMBS, RMBS (GSE and PLS), Consumer ABS, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2OTU=
"
Webster Ray,Senior Vice President,Protective Life Corporation,Investor,"CLOs/Leveraged Loans, ABS, CMBS, RMBS (GSE and PLS), Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2OTQ=
"
Leigh Poltrack,Director,Wells Fargo Securities,Investment Bank or Broker Dealer,ABS,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2OTM=
"
Gashar Dixon,President,Angelstone Real Estate Venture Partners,Investor,Distressed Debt,"https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2OTE=
"
Daniel DiPietrantonio,"Executive Director, Transaction Management",Roosevelt Management Co,Investor,"CLOs/Leveraged Loans, Whole Loan/NPL/RPL","https://networking.invisso.org/event/abs-east-2024/person/RXZlbnRQZW9wbGVfMzMzNDA2OTA=
"
